pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,st_vsin,sy_dist
Kepler-682 b,Kepler-682,12.611906672,6.463e-06,-6.463e-06,0.1058,7.37,0.77,-0.5,42.6,,,0.585,,,753.0,,,0.0,,,306.102,34.768,-30.37,,5559.0,0.89,0.92,-0.05,3.98,,1979.25
K2-194 b,K2-194,39.721386,0.005704,-0.005555,,3.64229858,0.61766974,-0.50000005,12.9,,,1.47,,,,,,,,,,,,,5979.0,1.281115,1.110086,0.1,,,629.51
BD+05 4868 A b,BD+05 4868 A,1.271869,1e-06,-1e-06,0.0208,,,,6.2,,,,,,1820.0,45.0,-45.0,,,,,,,K V,4596.0,0.69,0.7,-0.05,11.1,3.0,43.5687
Kepler-579 b,Kepler-579,9.66857723,1.92e-05,-1.92e-05,0.0854,2.0,0.35,-0.18,4.66,,,3.2,,,730.0,,,0.0,,,60.609,1.943,-1.882,,5636.0,0.96,0.99,0.13,4.07,,530.765
HD 216770 b,HD 216770,118.45,0.55,-0.55,0.46,14.1,,,181.1631,15.8915,-15.8915,0.355,,,,,,0.37,0.06,-0.06,,,,G9 V CN+1,5399.0,0.93,0.74,0.27,3.1,1.4,36.6625
Kepler-1074 b,Kepler-1074,5.94566534,1.443e-05,-1.443e-05,0.0536,1.25,0.24,-0.09,2.1,,,5.91,,,568.0,,,0.0,,,27.569,2.815,-2.58,,4002.0,0.57,0.6,-0.06,3.55,,250.817
WASP-133 b,WASP-133,2.176423,1e-06,-1e-06,0.0345,13.56289,0.56045,-0.56045,368.6828,28.6047,-28.6047,0.88,0.09,-0.09,1790.0,40.0,-40.0,0.17,,,2054.7956,,,G4,5700.0,1.44,1.16,0.29,6.8,0.3,559.084
TOI-2194 b,TOI-2194,15.337597,0.001585,-0.001616,,1.9892,0.1313,-0.0668,4.61,,,3.22,,,590.88,,,,,,14.2526,,,,4756.0,0.6909,0.74,-0.372,,,19.5711
TOI-1224 b,TOI-1224,4.1782745,2.2e-06,-2.1e-06,0.0355,2.104,0.094,-0.091,5.08,,,3.0,,,541.0,26.0,-14.0,,,,13.9295,,,,3326.0,0.404,0.4,,0.21,22.1,37.3312
TOI-564 b,TOI-564,1.651144,1.8e-05,-1.8e-05,0.02734,11.43318,7.95839,-3.25061,464.98529,31.783,-30.51168,1.7,3.1,-1.4,1714.0,20.0,-21.0,0.072,0.083,-0.05,1423.0,73.0,-81.0,,5640.0,1.088,0.998,0.143,7.3,,199.581
Kepler-1656 c,Kepler-1656,1919.0,27.0,-24.0,3.053,14.0,,,126.4,28.9,-28.9,0.253,,,,,,0.527,0.05,-0.054,,,,,5569.0,1.1,1.03,0.19,6.31,2.8,185.875
TOI-1410 c,TOI-1410,47.56,0.15,-0.15,0.239,5.63,,,27.0,3.3,-3.2,0.831,,,,,,0.0,,,,,,,4635.0,0.7558,0.7941,0.328,6.6,,72.7512
HATS-55 b,HATS-55,4.2042001,3.3e-06,-3.3e-06,0.05412,14.022459,0.291434,-0.291434,292.72143,24.15508,-24.15508,0.587,0.062,-0.062,1367.0,10.0,-10.0,0.092,,,355.909,,,,6214.0,1.126,1.1955,0.108,0.4,5.01,609.838
WASP-183 b,WASP-183,4.1117771,5.1e-06,-5.1e-06,0.04632,16.47723,10.53646,-3.69897,159.55066,14.93801,-14.93801,0.21,0.24,-0.16,1111.0,30.0,-30.0,,,,268.7176,,,G9,5313.0,0.871,0.784,-0.31,14.9,1.0,325.377
HD 45184 b,HD 45184,5.8854,0.0003,-0.0003,0.0644,3.52,,,12.19,1.06,-1.03,1.54,,,,,,0.07,0.05,-0.05,,,,G1.5 V,5869.0,1.075139,1.03,0.04,6.8,2.1,21.9532
Kepler-700 b,Kepler-700,80.8720639,0.0001727,-0.0001727,0.3577,5.99,0.91,-0.5,30.0,,,0.767,,,452.0,,,0.0,,,12.071,1.084,-0.977,,5692.0,0.96,0.98,0.04,4.37,,1491.76
WASP-170 b,WASP-170,2.34478022,3.6e-06,-3.6e-06,0.0337,12.285064,0.952765,-0.952765,508.528,63.566,-63.566,1.6,0.32,-0.25,1422.0,42.0,-42.0,,,,680.0,170.0,-180.0,,5600.0,0.938,0.93,0.22,,5.6,305.603
TOI-1693 b,TOI-1693,1.7666957,5.4e-06,-5.4e-06,0.0226,1.41,0.1,-0.1,2.57,,,5.04,,,764.0,19.0,-19.0,,,,57.0208,,,,3499.0,0.46,0.49,,,,30.7947
OGLE-2018-BLG-0298L b,OGLE-2018-BLG-0298L,,,,2.86,7.56,,,44.49597698,22.24798849,-19.06970442,0.566,,,,,,,,,,,,,,,0.69,,,,6540.0
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,,,,0.8,12.3,,,4100.0,600.0,-600.0,12.1,,,,,,,,,,,,,,,0.096,,,,3040.0
Kepler-948 b,Kepler-948,7.76846622,4.201e-05,-4.201e-05,0.0749,1.85,0.32,-0.41,4.08,,,3.54,,,841.0,,,0.0,,,126.203,6.174,-5.844,,5679.0,0.94,0.96,-0.02,4.17,,868.017
TOI-1472 b,TOI-1472,6.36338574,1.1e-07,-1.1e-07,0.064,4.058,0.098,-0.098,18.05,0.84,-0.85,1.49,0.13,-0.13,891.0,20.0,-20.0,0.041,0.002,-0.002,110.0201,,,,5100.0,0.84,0.87,0.27,3.1,,121.84
TOI-5786 b,TOI-5786,12.779107,1.5e-05,-1.5e-05,0.114,8.54,0.13,-0.13,73.0,9.0,-9.0,0.64,0.08,-0.08,1040.0,40.0,-40.0,,,,374.462,,,,6235.0,1.36,1.23,0.08,2.5,7.0,192.475
TOI-125 c,TOI-125,9.15059,0.0007,-0.00082,0.0814,2.759,0.1,-0.1,6.63,0.99,-0.99,1.73,0.33,-0.33,827.8,8.6,-8.6,0.066,0.07,-0.047,77.59,3.31,-3.31,K0 V,5320.0,0.848,0.859,-0.02,6.8,1.0,111.059
TOI-5153 b,TOI-5153,20.33003,7e-05,-7e-05,0.158,11.88151954,0.44835923,-0.44835923,1036.12060682,57.20911326,-54.03082919,3.39,,,906.0,13.0,-13.0,0.091,0.024,-0.026,49.5559,,,F8 V,6300.0,1.4,1.24,0.12,5.4,10.1,390.484
LP 714-47 b,LP 714-47,4.052037,4e-06,-4e-06,0.0417,4.7,0.3,-0.3,30.8,1.5,-1.5,1.7,0.3,-0.3,700.0,19.0,-24.0,0.04,0.02,-0.02,38.5441,,,M0.0 V,3950.0,0.584,0.59,0.41,,2.0,52.616
TOI-1184 b,TOI-1184,5.748433803,2.592e-06,-2.726e-06,0.056027,2.39,0.25,-0.234,6.8,2.3,-2.3,2.63,0.98,-1.24,715.47,13.66,-14.1,0.0,,,57.54,14.09,-11.72,,4534.0,0.69,0.71,0.017,5.3,,58.5946
Kepler-1278 b,Kepler-1278,3.23941344,1.696e-05,-1.696e-05,0.04417,1.01,0.31,-0.12,1.01,,,5.39,,,1213.0,,,0.0,,,1314.67,55.736,-53.24,,6074.0,1.16,1.11,0.02,3.31,,889.426
HD 106270 b,HD 106270,1888.0,16.0,-16.0,3.34,12.4,,,3623.2438398,731.0053361,-381.3940884,10.4,,,,,,0.185,0.027,-0.027,,,,G5 IV,5509.0,2.66,1.39,0.06,4.3,3.13,93.808
TOI-4406 b,TOI-4406,30.08364,5e-05,-5e-05,0.201,11.2089807,0.22417961,-0.22417961,95.3485221,9.53485221,-9.53485221,0.372,,,904.0,16.0,-17.0,0.15,0.05,-0.04,58.0054,,,,6219.0,1.29,1.19,0.1,2.9,4.5,261.834
HATS-10 b,HATS-10,3.312846,5.8e-06,-5.8e-06,0.04491,10.861521,0.683749,-0.504405,167.17858,25.74423,-25.74423,0.7,0.15,-0.15,1407.0,39.0,-39.0,0.501,,,836.8558,,,,5880.0,1.105,1.101,0.15,3.3,5.68,534.889
TOI-762 A b,TOI-762 A,3.4716826,7.2e-07,-7.2e-07,0.03418,8.33948164,0.19055267,-0.19055267,79.77493016,13.34879309,-13.34879309,0.76,0.13,-0.13,555.4,6.4,-6.4,0.083,,,17.0012,,,,3266.0,0.425,0.442,0.357,9.3,,98.4458
Kepler-472 b,Kepler-472,4.176255514,1.844e-06,-1.844e-06,0.04823,3.22,0.13,-0.28,10.5,,,1.73,,,876.0,,,0.0,,,139.236,2.521,-2.467,,4996.0,0.78,0.85,0.16,2.69,,306.602
Kepler-1129 b,Kepler-1129,24.3397804,0.0001298,-0.0001298,0.16481,2.96,0.51,-0.33,9.06,,,1.92,,,737.0,,,0.0,,,32.265,2.942,-2.659,,5831.0,1.0,1.0,-0.04,4.07,,1183.88
Kepler-1275 b,Kepler-1275,3.65691115,1.583e-05,-1.583e-05,0.0488,1.48,0.65,-0.27,2.79,,,4.73,,,1368.0,,,0.0,,,822.484,46.964,-44.019,,6296.0,1.36,1.23,0.04,2.51,,1153.98
Kepler-1983 b,Kepler-1983,7.32851947,2.311e-05,-2.311e-05,0.0689,2.33,0.13,-0.18,6.04,,,2.62,,,807.0,,,0.0,,,100.13,18.77,-20.11,,5135.0,0.874,0.812,0.12,13.7,,424.428
HATS-61 b,HATS-61,7.817953,2.4e-05,-2.4e-05,0.07908,13.394755,0.751003,-0.751003,1080.622,44.4962,-44.4962,2.47,0.44,-0.44,1226.1,7.3,-7.3,0.092,,,374.2,8.7,-8.5,,5542.0,1.664,1.076,0.247,8.9,3.52,679.761
TOI-2266 b,TOI-2266,2.326318,4.8e-06,-4.8e-06,0.02,1.54,0.09,-0.09,2.99,,,4.5,,,550.0,47.0,-47.0,,,,13.0,3.0,-3.0,M5.0+0.5-0.5,3200.0,0.24,0.23,,0.3,,51.6004
WASP-132 b,WASP-132,7.1335164,1.9e-06,-1.9e-06,0.0674,10.09929161,0.42594127,-0.42594127,136.0305582,4.76742611,-4.76742611,0.73,0.1,-0.09,682.0,75.0,-114.0,0.0163,0.0067,-0.0069,58.5,5.3,-4.7,K4 V,4686.0,0.758,0.789,0.15,7.2,3.3,122.91
Kepler-60 c,Kepler-60,8.9187,0.0002,-0.0002,0.08422,1.9,0.15,-0.15,3.85,0.81,-0.81,3.06,1.14,-0.86,1023.0,,,0.039,0.002,-0.0027,236.0,39.0,-39.0,,5905.0,1.257,1.041,-0.09,8.91,,1025.1
TOI-6041 c,TOI-6041,88.0,1.6,-1.3,0.3721,10.5,,,77.9,9.2,-8.9,0.37,,,403.5,5.9,-5.9,,,,4.42,0.26,-0.25,G7,5445.0,0.879,0.885,0.104,7.9,3.4,72.4731
WASP-49 b,WASP-49,2.78174,6e-06,-6e-06,0.0379,12.44199,1.23299,-1.23299,117.5971,25.4264,-25.4264,0.288,0.006,-0.006,1400.0,80.0,-80.0,0.0,,,615.4709,,,G6 V,5600.0,0.97,0.92,-0.23,11.9,0.9,194.553
WASP-15 b,WASP-15,3.7521,1e-05,-1e-05,0.05165,15.80469,4.03524,-4.03524,171.6282,92.1707,-92.1707,0.263,0.024,-0.024,1676.0,29.0,-29.0,0.0,,,1237.7366,,,F7,6300.0,1.48,1.18,-0.17,2.4,4.27,282.091
HD 109833 c,HD 109833,13.900148,5.7e-05,-5.7e-05,,2.59,0.196,-0.175,7.22,,,2.28,,,756.7,,,0.3,0.21,-0.19,77.4842,,,,5881.0,1.0,1.08,-0.07,0.027,10.5,79.5561
GJ 9827 d,GJ 9827,6.20183,3e-06,-3e-06,0.053,1.98,0.11,-0.1,3.02,0.58,-0.57,2.51,0.57,-0.51,675.0,14.0,-12.0,0.0,,,34.9,2.8,-2.6,K7 V,4236.0,0.58,0.62,-0.29,5.465,2.43,29.661
Kepler-1870 b,Kepler-1870,3.606940031,,,0.0452,2.10143764,,,5.07,,,3.0,,,1046.0,,,0.0,,,287.6,18.9,-18.9,,5508.0,0.84,0.955,0.07,0.79,,407.216
K2-8 c,K2-8,5.06416,0.00041,-0.00041,0.0532,2.41,0.33,-0.33,6.39,,,2.51,,,801.0,23.0,-23.0,,,,97.8,11.4,-11.4,K3 V,4870.0,0.74,0.78,-0.02,,2.0,403.513
Kepler-1339 b,Kepler-1339,1.341555127,3.704e-06,-3.704e-06,0.02356,0.71,0.06,-0.04,0.285,,,4.38,,,1642.0,,,0.0,,,3094.817,140.78,-133.665,,5586.0,0.93,0.94,0.01,5.62,,371.049
GJ 508.2 b,GJ 508.2,5300.0,,,4.85,,,,587.98255295,,,,,,,,,0.27,,,,,,M1.0 V,3720.0,0.53,0.54,-0.15,,2.0,16.6374
Kepler-1905 b,Kepler-1905,3.42392993,,,0.0451,1.4460734,,,2.69,,,4.89,,,1212.0,,,0.0,,,508.75,211.76,-92.51,,5788.0,1.015,1.038,0.16,0.3,,1051.53
Kepler-230 c,Kepler-230,91.773242,0.001618,-0.001618,0.38,2.04,1.04,-1.04,4.82,,,3.12,,,359.0,,,0.0,,,2.976,0.152,-0.143,,5588.0,0.817,0.784,-0.21,1.8,,740.754
Kepler-1839 b,Kepler-1839,5.056759834,,,0.0583,1.9493759,,,4.46,,,3.31,,,1049.0,,,0.0,,,286.32,257.92,-85.76,,5926.0,0.939,1.03,-0.04,0.4,,1136.6
Kepler-694 b,Kepler-694,6.365841612,8.1e-06,-8.1e-06,0.0659,2.8,0.52,-0.22,8.25,,,2.07,,,914.0,,,0.0,,,206.438,14.164,-13.114,,5700.0,0.95,0.97,0.0,4.07,,1023.06
K2-32 e,K2-32,4.34934,0.00039,-0.00039,0.04899,1.212,0.052,-0.046,2.1,1.3,-1.1,6.3,4.13,-3.49,1066.0,16.0,-18.0,0.043,0.048,-0.03,,,,G9 V,5271.0,0.86,0.83,-0.06,7.9,0.7,157.682
TOI-5108 b,TOI-5108,6.753581,7e-06,-7e-06,0.073,6.6,0.1,-0.1,32.0,5.0,-5.0,0.6,0.09,-0.09,1180.0,40.0,-40.0,,,,122.785,,,,5808.0,1.29,1.1,0.2,5.8,3.3,130.919
tau Cet g,tau Cet,20.0,0.02,-0.01,0.133,1.18,,,1.75,0.25,-0.4,5.85,,,,,,0.06,0.13,-0.06,,,,G8.5V,5310.0,0.83,0.783,-0.52,12.12,1.3,3.60304
TOI-4914 b,TOI-4914,10.60057,1e-05,-1e-05,0.098,12.87,0.36,-0.36,227.0,13.0,-13.0,0.59,0.06,-0.06,894.0,20.0,-20.0,0.408,0.023,-0.023,18.1082,,,,5805.0,1.0,1.03,-0.13,5.3,2.4,299.89
Kepler-919 b,Kepler-919,11.04603384,6.6e-05,-6.6e-05,0.0981,2.25,0.87,-0.29,5.69,,,2.74,,,869.0,,,0.0,,,153.915,12.377,-11.332,,6113.0,1.21,1.15,0.07,3.02,,1119.87
EPIC 212297394 c,EPIC 212297394,5.213965,0.000442,-0.000442,,2.27,0.19,-0.14,5.77,,,2.71,,,866.0,27.0,-37.0,,,,,,,,5171.0,0.8,0.83,-0.03,,,418.395
Kepler-1858 b,Kepler-1858,88.07160187,,,0.3575,2.42168247,,,6.44,,,2.49,,,330.0,,,0.0,,,2.79,0.43,-0.51,,4939.0,0.819,0.785,0.16,0.7,,833.055
Kepler-949 c,Kepler-949,20.99757968,3.334e-05,-3.334e-05,0.1394,2.97,0.61,-0.43,9.11,,,1.91,,,582.0,,,0.0,,,27.2,18.29,-9.65,,5211.0,0.895,0.817,0.08,1.74,,486.105
HD 95872 b,HD 95872,4375.0,170.0,-170.0,5.15,13.0,,,1188.6842,295.5819,-295.5819,2.97,,,,,,0.06,0.04,-0.04,,,,K0 V,5312.0,0.84,0.7,0.41,10.0,,72.2195
Kepler-411 b,Kepler-411,3.005156,2e-06,-2e-06,0.0375,2.401,0.053,-0.053,25.6,2.6,-2.6,10.3,1.3,-1.3,1138.0,17.0,-17.0,0.146,0.005,-0.004,201.3,14.6,-14.6,K2 V,4974.0,0.82,0.87,0.21,0.212,,153.676
TOI-1416 b,TOI-1416,1.0697568,2.8e-06,-2.8e-06,0.019,1.62,0.08,-0.08,3.48,0.47,-0.47,4.5,0.99,-0.83,1517.0,39.0,-39.0,0.0,,,883.0,96.0,-96.0,G9 V,4884.0,0.793,0.798,0.08,6.9,2.0,55.0135
K2-31 b,K2-31,1.25785,2e-06,-2e-06,0.022,11.88154,3.92315,-3.92315,563.83042,25.10857,-25.10857,0.032,0.025,-0.013,1688.0,47.0,-47.0,0.0,,,1272.0,121.0,-121.0,G7 V,5280.0,0.78,0.91,0.08,,2.6,110.527
K2-39 b,K2-39,4.60543,0.00046,-0.00046,0.05708,6.27704,1.68135,-1.68135,28.6047,15.8915,-15.8915,0.93,0.25,-0.19,1670.0,54.0,-54.0,0.0,,,1356.0,175.0,-175.0,,4881.0,2.97,0.66,0.32,6.7,2.01,307.47
HIP 38594 c,HIP 38594,3477.768,229.001,-229.001,3.805,7.94,,,48.4,7.4,-7.4,0.531,,,,,,0.16,0.1,-0.1,,,,M0,4086.3,0.626646,0.61,,,,17.7886
Kepler-144 b,Kepler-144,5.885273,2e-05,-2e-05,0.066,1.33,0.26,-0.26,2.33,,,5.44,,,1253.0,,,0.0,,,426.719,8.423,-8.272,,6075.0,1.235,1.154,-0.1848,0.94,,384.917
Kepler-1121 b,Kepler-1121,13.15141081,5.864e-05,-5.864e-05,0.11818,1.91,0.48,-0.46,4.31,,,3.4,,,1008.0,,,0.0,,,205.272,5.596,-5.428,,6231.0,1.59,1.29,0.12,3.02,,482.047
HD 10442 b,HD 10442,1032.3,8.9,-8.9,2.01,13.6,,,472.61321,24.15508,-24.15508,1.03,,,,,,0.132,0.044,-0.044,,,,K0 IV,4912.0,1.97,1.01,0.11,10.65,,135.374
Kepler-402 d,Kepler-402,8.921099,5.6e-05,-5.6e-05,0.087,1.38,0.27,-0.27,2.48,,,5.19,,,1006.0,,,0.0,,,214.277,6.171,-5.999,,6090.0,1.264,1.072,-0.08,1.4,,625.339
TOI-4515 b,TOI-4515,15.266446,1.3e-05,-1.3e-05,0.118,12.17,0.43,-0.43,637.0,17.0,-17.0,1.941,0.214,-0.214,705.0,10.0,-10.0,0.461,0.007,-0.007,42.2987,,,G8/G9,5433.0,0.86,0.949,0.05,1.2,3.4,193.499
HAT-P-41 b,HAT-P-41,2.69405,4e-06,-4e-06,0.04258,22.97845,5.6045,-5.6045,378.2177,190.698,-190.698,0.204,0.006,-0.0088,1941.0,38.0,-38.0,0.0,,,2485.0721,,,,6390.0,2.05,2.56,0.21,2.2,19.6,348.185
AU Mic c,AU Mic,18.859023,2.2e-05,-2.4e-05,0.119,2.79,0.18,-0.17,14.46,3.24,-3.42,3.9,1.14,-1.17,424.7,24.2,-24.5,0.18,0.08,-0.07,7.3,0.9,-0.8,M1 V,3540.0,0.862,0.635,0.01,0.019,9.2,9.7221
HAT-P-7 b,HAT-P-7,2.20474,1.7e-05,-1.7e-05,0.03809,16.92559,2.35389,-2.35389,584.8072,168.4499,-168.4499,0.712,0.015,-0.015,2733.0,21.0,-21.0,0.0,,,4353.408,95.909,-93.804,F6 V,6389.0,2.0,1.56,0.26,1.78,3.8,341.079
AU Mic b,AU Mic,8.463446,5e-06,-5e-06,0.07,4.79,0.29,-0.29,8.99,2.61,-2.67,0.49,0.16,-0.16,554.8,31.6,-32.0,0.07,0.09,-0.04,21.2,2.5,-2.4,M1 V,3540.0,0.862,0.635,0.01,0.019,9.2,9.7221
WASP-63 b,WASP-63,4.37808,6e-06,-6e-06,0.0574,15.80469,1.56926,-1.56926,117.5971,28.6047,-28.6047,0.173,0.027,-0.027,1469.91,,,0.0,,,1103.2708,,,,5550.0,1.86,1.28,0.08,8.3,2.8,290.684
TOI-3540 A b,TOI-3540 A,3.119999,7.9e-06,-7.9e-06,0.04289,23.53885947,,,375.03752026,44.49597698,-44.49597698,0.065,,,1498.0,22.0,-22.0,0.0,,,841.3,50.7,-48.5,,5810.0,1.228,1.081,0.176,6.0,,
HATS-62 b,HATS-62,3.2768837,3.3e-06,-3.3e-06,0.04163,11.825495,0.280225,-0.280225,56.89157,,,0.076,0.053,-0.053,1237.0,12.0,-12.0,0.298,,,387.4,17.3,-12.3,,5416.0,0.933,0.896,0.133,9.55,0.5,523.067
Kepler-1690 b,Kepler-1690,234.636,,,0.7097,2.81109223,,,8.3,,,2.05,,,267.0,,,0.0,,,1.2,0.37,-0.25,,5404.0,0.862346,0.94,0.0,8.5,,703.789
Kepler-1118 b,Kepler-1118,38.6715075,0.0002298,-0.0002298,0.2079,2.74,0.6,-0.43,7.95,,,2.12,,,502.0,,,0.0,,,20.011,1.178,-1.103,,5688.0,0.97,0.96,0.0,4.07,,888.325
Kepler-150 b,Kepler-150,3.428054,2.6e-05,-2.6e-05,0.044,1.25,0.19,-0.19,2.1,,,5.91,,,1131.0,,,0.0,,,367.262,17.887,-16.976,,5560.0,0.939,0.956,0.12,1.74,,891.092
Kepler-1841 b,Kepler-1841,25.88599968,,,0.1606,1.48912557,,,2.82,,,4.69,,,542.0,,,0.0,,,20.35,3.9,-4.56,,5190.0,0.899,0.823,0.12,11.6,,631.7
Kepler-620 b,Kepler-620,12.91375431,4.951e-05,-4.951e-05,0.1053,3.32,1.22,-0.7,11.0,,,1.65,,,849.0,,,0.0,,,219.051,17.695,-16.136,,6155.0,1.22,1.15,0.03,3.02,,1355.28
HD 105618 b,HD 105618,10.02245,0.00139,-0.00118,0.091,5.44,,,25.42627256,2.22479885,-2.54262726,0.868,,,,,,0.455,0.041,-0.038,,,,,5671.0,1.27399,1.01,,,,70.0837
KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,,,,3.5,13.3,,,700.0,600.0,-350.0,1.63,,,,,,,,,,,,,,,0.49,,,,7100.0
TOI-3160 A b,TOI-3160 A,3.971281,2.5e-06,-2.5e-06,0.0505,13.7646283,0.51561311,-0.50440413,378.21580433,50.85254512,-47.67426105,0.79,0.15,-0.13,1539.0,39.0,-40.0,0.18,,,933.0,100.0,-96.0,,6190.0,1.346,1.088,-0.114,5.5,,567.678
K2-312 c,HD 80653,921.2,10.8,-10.8,1.961,12.8,,,1719.45168187,165.27077164,-139.84449908,4.51,,,,,,0.853,0.011,-0.011,,,,G2,5959.0,1.22,1.18,0.255,2.67,,109.86
TOI-262 b,TOI-262,11.14529,3e-05,-3e-05,0.163,2.07,0.15,-0.15,4.94,,,3.06,,,584.0,45.0,-45.0,,,,56.9133,,,K0 V,5310.0,0.853,0.913,0.26,0.8,,43.932
TOI-4184 b,TOI-4184,4.9019804,5.2e-06,-5.2e-06,0.0336,2.43,0.21,-0.21,6.48,,,2.48,,,412.0,8.0,-8.0,,,,4.8,0.4,-0.4,M5.5+/-0.5,3238.0,0.2347,0.2109,-0.27,6.7,,69.3649
TOI-5489 b,TOI-5489,3.15222,1e-05,-1e-05,,1.4,0.05,-0.05,2.54,,,5.09,,,624.0,,,,,,25.1137,,,,3547.0,0.42,0.41,,,,45.0907
Kepler-405 b,Kepler-405,10.613839,0.000111,-0.000111,0.095,2.08,0.99,-0.99,4.98,,,3.04,,,785.0,,,0.0,,,55.623,5.842,-5.211,,5818.0,0.893,0.873,-0.06,2.09,,1065.08
Kepler-1471 b,Kepler-1471,3.63899398,2.002e-05,-2.002e-05,0.0453,1.41,0.2,-0.14,2.57,,,5.04,,,1238.0,,,0.0,,,314.233,21.084,-19.546,,5660.0,0.93,0.95,-0.03,4.57,,978.678
Kepler-129 b,Kepler-129,15.79,,,0.13,2.4,0.04,-0.04,20.0,,,8.1,,,910.0,,,0.01,0.24,-0.01,158.306,4.387,-4.269,G4 V,5770.0,1.653,1.178,0.29,6.43,2.13,408.845
GJ 3082 b,GJ 3082,11.949,0.022,-0.022,0.079,2.79,,,8.2,1.7,-1.7,2.07,,,,,,0.22,0.11,-0.11,,,,M4,3910.0,0.465216,0.47,,,,16.6186
Kepler-1515 b,Kepler-1515,214.3114164,0.0001275,-0.0001275,0.75235,9.55,0.77,-0.64,66.2,,,0.418,,,380.0,,,0.0,,,6.017,0.195,-0.189,,6511.0,1.41,1.3,0.07,1.82,,539.321
Kepler-1723 b,Kepler-1723,39.75289917,,,0.2249,2.88046569,,,8.65,,,1.99,,,568.0,,,0.0,,,24.54,22.48,-8.12,,6072.0,1.01,0.96,-0.3,3.3,,811.278
Kepler-1176 b,Kepler-1176,24.1738579,0.0001336,-0.0001336,0.1589,2.45,0.63,-0.32,6.57,,,2.45,,,595.0,,,0.0,,,26.087,1.664,-1.546,,5844.0,1.02,1.01,-0.01,3.8,,864.699
Kepler-1783 b,Kepler-1783,8.277440071,,,0.07595,1.31946731,,,2.3,,,5.5,,,1088.0,,,0.0,,,65.5,4.5,-4.5,,5129.0,1.781,0.887,-0.16,1.15,,264.078
TOI-6255 b,TOI-6255,0.23818244,1.2e-07,-1.2e-07,,1.079,0.065,-0.065,1.44,0.14,-0.14,6.3,,,1256.46,,,0.0,,,588.9944,,,,3421.0,0.37,0.353,-0.14,,,20.3167
TOI-157 b,TOI-157,2.0845435,2.3e-06,-2.3e-06,0.03138,14.414774,0.257807,-0.22418,375.0394,41.3179,-38.1396,0.686,0.08,-0.078,1588.0,21.0,-20.0,0.0,,,1062.0,57.0,-51.0,G9 IV,5404.0,1.167,0.948,0.24,12.82,2.5,355.683
OGLE-2017-BLG-0640L b,OGLE-2017-BLG-0640L,,,,1.14,13.5,,,514.88201934,521.23858748,-298.75870258,1.15,,,,,,,,,,,,,,,0.32,,,,6630.0
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,,,,1.8,13.2,,,860.0,790.0,-480.0,2.05,,,,,,,,,,,,,,,0.33,,,,6900.0
OGLE-2017-BLG-1099L b,OGLE-2017-BLG-1099L,,,,2.73,13.1,,,959.84178914,772.32302901,-575.26941667,2.35,,,,,,,,,,,,,,,0.45,,,,7250.0
Kepler-1421 b,Kepler-1421,6.9131112,0.00014,-0.00014,0.07576,0.93,0.2,-0.11,0.749,,,5.12,,,1209.0,,,0.0,,,649.151,25.81,-24.765,,6335.0,1.42,1.25,0.05,2.75,,783.401
Kepler-1442 b,Kepler-1442,81.4162941,0.0002026,-0.0002026,0.40814,3.93,0.41,-0.29,14.7,,,1.33,,,522.0,,,0.0,,,25.972,0.952,-0.915,,6394.0,1.44,1.34,0.26,1.7,,608.68
Kepler-414 b,Kepler-414,4.7,,,0.0543,1.71,0.31,-0.14,3.5,3.4,-2.9,3.85,,,1024.0,,,0.0,,,241.171,5.714,-5.603,,5536.0,0.946,0.89,0.18,1.55,6.1,413.46
HD 102888 b,HD 102888,252.06,0.24,-0.24,1.05,12.8,,,1808.44363583,47.67426105,-47.67426105,4.74,,,,,,0.11,0.03,-0.03,,,,G8 III,4990.0,8.6,2.42,0.07,,,126.484
Kepler-109 c,Kepler-109,21.22265,2.7e-05,-2.7e-05,0.1546,2.65,0.12,-0.12,8.2,,,2.4,,,859.0,16.0,-16.0,0.098,,,91.0,7.1,-7.1,,5950.0,1.387,1.094,-0.02,6.2,1.0,474.861
K2-59 b,K2-59,20.6921,0.0033,-0.0033,0.1354,2.41,0.31,-0.31,6.39,,,2.51,,,,,,,,,17.1,3.8,-3.8,,5055.0,0.731,0.774,,,,311.313
TOI-2458 c,TOI-2458,16.553,0.059,-0.061,0.129,3.18,,,10.22,1.71,-1.9,1.75,,,,,,0.29,0.16,-0.16,,,,F9-F9.5,6005.0,1.31,1.05,-0.1,5.7,2.5,112.958
