pl_name,hostname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_rade,pl_radeerr1,pl_radeerr2,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_dens,pl_denserr1,pl_denserr2,pl_eqt,pl_eqterr1,pl_eqterr2,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_insol,pl_insolerr1,pl_insolerr2,st_spectype,st_teff,st_rad,st_mass,st_met,st_age,st_vsin,sy_dist
Kepler-294 c,Kepler-294,6.6264,2.8e-05,-2.8e-05,0.071,2.71,1.27,-1.27,7.8,,,2.15,,,895.0,,,0.0,,,151.491,15.795,-14.054,,5913.0,0.976,0.947,0.11,3.98,,1357.01
TOI-2567 b,TOI-2567,5.983944,1.3e-05,-1.3e-05,0.0672,10.92875618,0.3474784,-0.32506044,63.88350981,10.80616584,-9.85268062,0.269,0.052,-0.051,1352.0,18.0,-19.0,0.0,0.048,-0.052,558.0,31.0,-30.0,,5611.0,1.686,1.13,0.241,7.6,,504.775
Kepler-92 d,Kepler-92,49.3568,0.0024,-0.0024,0.28682,2.067,0.056,-0.056,11.8666806,11.28149826,-11.28149826,7.457871,7.103649,-7.103649,637.0,,,0.07,0.34,-0.04,46.844,1.318,-1.28,,5904.34,1.81719,1.07,0.1381,3.98,,477.992
Kepler-1429 b,Kepler-1429,4.48487493,4.558e-05,-4.558e-05,0.055,1.29,0.35,-0.14,2.21,,,5.66,,,1199.0,,,0.0,,,551.156,33.372,-31.22,,5902.0,1.07,1.05,0.04,4.17,,1214.09
Kepler-616 d,Kepler-616,51.06740189,,,0.2749,2.653,,,7.52,,,2.21,,,499.0,,,0.0,,,14.69,13.66,-4.37,,6004.0,0.977,1.061,-0.02,0.4,,945.775
Kepler-1705 b,Kepler-1705,9.03502,0.00065,-0.00064,0.08,2.03,0.12,-0.14,4.47,0.48,-0.43,2.977353,0.661634,-0.551362,789.0,,,0.033,0.073,-0.02,91.74,123.05,-21.87,,6312.0,1.259,1.139,-0.2,2.59,,1633.49
Kepler-274 c,Kepler-274,33.197861,0.000894,-0.000894,0.204,1.84,1.0,-1.0,4.04,,,3.56,,,678.0,,,0.0,,,36.518,2.793,-2.565,,6023.0,1.007,0.883,-0.2112,12.88,,1333.62
Kepler-1488 c,Kepler-1488,6.158269882,,,0.06959,1.65156749,,,3.37,,,4.11,,,1212.0,,,0.0,,,760.6,52.6,-52.6,,5710.0,1.524,1.003,0.0,5.75,,905.825
Kepler-1489 b,Kepler-1489,82.294751,0.001799,-0.001799,0.3679,1.77,0.23,-0.18,3.78,,,3.75,,,400.0,,,0.0,,,11.893,0.745,-0.694,G,5655.0,0.9,0.93,-0.13,4.07,,1283.05
TYC 8998-760-1 c,TYC 8998-760-1,,,,320.0,12.3299,6.7254,-3.3627,1906.98,317.83,-317.83,5.59,,,1240.0,160.0,-170.0,,,,,,,K3 IV,4573.0,0.953811,1.0,,0.0167,,94.6177
BD-11 4672 c,BD-11 4672,74.2,0.06,-0.08,0.3,4.04,,,15.37,2.97,-2.81,1.28,,,,,,0.4,0.13,-0.15,,,,K7V,4550.0,0.639,0.651,-0.35,7.4,1.0,27.1665
K2-315 b,K2-315,3.1443189,4.9e-06,-4.9e-06,,0.95,0.058,-0.058,0.809,,,5.18,,,460.0,5.0,-5.0,,,,7.45,0.48,-0.44,M(3.5+/-0.5) V,3300.0,0.196,0.174,-0.24,1.0,5.0,56.9686
KELT-4 A b,KELT-4 A,2.9895932,4.9e-06,-4.9e-06,0.04317,19.044091,0.515614,-0.504405,286.68266,19.0698,-18.75197,0.228,0.019,-0.018,1823.0,27.0,-27.0,0.0,,,1840.0,110.0,-110.0,F,6206.0,1.603,1.201,-0.116,4.44,6.0,218.05
TOI-561 b,TOI-561,0.4465697,3e-07,-3e-07,0.01064,1.397,0.027,-0.027,2.02,0.23,-0.23,4.1,0.5,-0.5,2319.0,34.0,-34.0,0.0,,,4709.0,153.0,-153.0,G9 V,5342.0,0.843,0.806,-0.41,16.1,2.0,85.799
Kepler-1492 b,Kepler-1492,16.75255007,6.46e-05,-6.46e-05,0.1262,1.49,0.28,-0.16,2.83,,,4.7,,,801.0,,,0.0,,,11.523,0.276,-0.27,,4712.0,0.72,0.77,0.06,2.82,,331.553
Kepler-352 d,Kepler-352,6.887279987,,,0.06574,0.80628032,,,0.449,,,4.71,,,788.0,,,0.0,,,81.3,5.8,-5.8,,5208.0,0.772,0.796,-0.14,1.7,,252.733
HIP 4845 b,HIP 4845,34.15,0.046,-0.046,0.176,3.89,,,14.4,3.0,-3.0,1.34,,,,,,0.25,0.14,-0.14,,,,K7V,4010.0,0.603999,0.62,,,,21.0974
K2-316 b,K2-316,1.133,0.001,-0.001,0.0147,1.33,0.1,-0.09,2.33,,,5.44,,,841.0,105.0,-54.0,,,,,,,,3436.0,0.379,0.408,,,,112.486
Kepler-292 f,Kepler-292,20.834237,0.000184,-0.000184,0.141,2.35,0.22,-0.22,6.12,,,2.59,,,563.0,,,0.0,,,24.325,2.542,-2.257,,5299.0,0.826,0.865,0.04,5.13,,1056.48
Kepler-1410 b,Kepler-1410,60.866168,0.0005161,-0.0005161,0.2543,1.78,0.12,-0.14,3.82,,,3.72,,,290.0,21.0,-24.0,0.0,,,1.06,0.11,-0.15,,4092.0,0.6,0.63,0.01,4.07,,367.0
Kepler-575 b,Kepler-575,9.37891944,2.371e-05,-2.371e-05,0.0788,2.39,0.52,-0.21,6.3,,,2.54,,,803.0,,,0.0,,,141.987,6.518,-6.205,,5710.0,0.95,0.97,0.0,3.98,,853.977
Kepler-1434 b,Kepler-1434,8.05333618,8.907e-05,-8.907e-05,0.0917,1.11,0.21,-0.2,1.41,,,5.67,,,1320.0,,,0.0,,,925.289,37.936,-36.24,,6291.0,2.04,1.47,0.19,2.57,,775.529
Kepler-1653 b,Kepler-1653,140.2524,0.003,-0.003,0.4706,2.17,0.16,-0.23,5.35,,,2.88,,,284.0,25.0,-21.0,0.0,,,0.98,0.18,-0.1,,4807.0,0.693,0.719,-0.18,7.7,,755.0
Kepler-627 b,Kepler-627,40.6994443,0.0001783,-0.0001783,0.22661,3.73,1.6,-0.82,13.4,,,1.42,,,685.0,,,0.0,,,39.303,1.732,-1.656,,6424.0,1.49,1.3,0.05,2.24,,984.307
Kepler-1962 b,Kepler-1962,7.991459846,,,0.0783,1.21463929,,,1.95,,,5.98,,,901.0,,,0.0,,,155.95,60.57,-30.54,,5700.0,1.006,1.003,0.16,,,866.826
K2-320 b,K2-320,1.995,0.001,-0.001,0.0142,2.62,0.23,-0.15,7.37,,,2.25,,,698.0,87.0,-57.0,,,,,,,,3157.0,0.3,0.117,,,,108.74
K2-323 b,K2-323,24.93,0.006,-0.006,0.1275,2.1,0.09,-0.11,5.06,,,3.0,,,318.0,24.0,-43.0,,,,,,,,3710.0,0.549,0.478,,,,118.318
K2-318 b,K2-318,7.01,0.007,-0.007,0.0911,1.66,0.13,-0.13,3.39,,,4.07,,,456.0,55.0,-32.0,,,,,,,,3851.0,0.552,0.561,,,,147.866
TOI-784 b,HD 307842,2.7970365,3.1e-06,-3e-06,0.038,1.93,0.11,-0.09,9.67,0.83,-0.82,7.4,1.4,-1.2,1256.0,,,0.0,,,413.894,,,G,5558.0,0.907,0.91,-0.13,,1.1,64.5997
Kepler-290 c,Kepler-290,36.77031,0.000183,-0.000183,0.205,2.7,1.39,-1.39,7.75,,,2.16,,,437.0,,,0.0,,,6.596,0.363,-0.342,,5147.0,0.743,0.756,-0.1,1.1,,694.627
Kepler-317 c,Kepler-317,8.77501,0.000113,-0.000113,0.083,1.72,0.79,-0.79,3.61,,,3.9,,,837.0,,,0.0,,,81.761,5.91,-5.49,,5497.0,0.941,0.865,0.13,3.72,,940.584
Kepler-1411 b,Kepler-1411,86.1150888,0.0009728,-0.0009728,0.4001,2.82,0.43,-0.24,8.35,,,2.05,,,441.0,,,0.0,,,8.927,1.201,-1.034,,5664.0,0.92,0.95,-0.04,4.17,,1660.48
Kepler-1435 b,Kepler-1435,4.45343281,3.591e-05,-3.591e-05,0.05456,0.86,0.12,-0.09,0.566,,,4.89,,,1331.0,,,0.0,,,893.886,26.673,-25.85,,6356.0,1.32,1.21,-0.03,2.63,,704.211
Kepler-215 e,Kepler-215,68.16101,0.00063,-0.00063,0.314,1.75,0.41,-0.41,3.71,,,3.8,,,405.0,,,0.0,,,7.444,0.175,-0.171,,5739.0,1.027,0.788,-0.4425,1.62,,485.997
Kepler-1576 b,Kepler-1576,6.98471973,5.94e-05,-5.94e-05,0.07211,1.04,0.29,-0.13,1.12,,,5.47,,,1059.0,,,0.0,,,156.608,3.781,-3.694,,5876.0,1.06,1.05,0.05,4.07,,460.91
Kepler-1593 b,Kepler-1593,174.509835,0.001852,-0.001852,0.55494,3.17,0.3,-0.28,10.2,,,1.76,,,260.0,24.0,-19.0,0.0,,,0.889,0.053,-0.05,,4995.0,0.77,0.81,0.02,3.63,,638.249
Kepler-1915 b,Kepler-1915,13.83539963,,,0.114,3.21798413,,,10.4,,,1.71,,,809.0,,,0.0,,,101.05,101.83,-35.97,,6020.0,1.057,1.03,-0.06,,,1514.66
Kepler-638 b,Kepler-638,6.07972888,1.513e-05,-1.513e-05,0.06695,1.83,0.56,-0.31,4.01,,,3.6,,,1111.0,,,0.0,,,872.567,32.469,-31.139,,5382.0,0.93,0.88,0.04,11.75,,991.214
WASP-141 b,WASP-141,3.310651,5e-06,-5e-06,0.0469,13.56289,0.89672,-0.89672,854.9627,47.6745,-47.6745,1.98,0.33,-0.33,1540.0,50.0,-50.0,0.0,,,1061.5542,,,F9,5900.0,1.37,1.25,0.29,5.0,3.9,516.543
TOI-1450 A b,TOI-1450 A,2.0439274,1e-06,-1e-06,,1.13,0.043,-0.043,1.258,0.128,-0.128,4.79,,,722.0,35.0,-35.0,,,,44.9493,,,M3.0 V,3437.0,0.483,0.48,-0.12,,,22.4467
EPIC 201170410.02,EPIC 201170410,6.7987,0.0001,-0.0001,0.0349,1.047,0.276,-0.257,1.15,,,5.51,,,,,,0.0,,,,,,,3648.0,0.282,0.287,-0.048,,,134.0
Wolf 503 b,Wolf 503,6.00127,2.1e-05,-2.1e-05,0.05706,2.043,0.069,-0.069,6.26,0.69,-0.7,2.92,0.5,-0.44,790.0,15.0,-15.0,0.41,0.05,-0.05,69.6,3.0,-3.0,K3.5 V,4716.0,0.689,0.688,-0.47,11.0,,44.526
G 9-40 b,G 9-40,5.7459982,2e-06,-2e-06,0.0418,1.9,0.065,-0.065,4.0,0.63,-0.63,3.2,0.63,-0.58,440.6,7.6,-7.6,0.0,,,6.27,0.19,-0.19,M2.5 V,3395.0,0.3026,0.2952,-0.07,9.9,2.0,27.9276
Kepler-401 c,Kepler-401,47.318218,0.000695,-0.000695,0.269,2.15,0.4,-0.4,5.27,,,2.91,,,598.0,,,0.0,,,51.996,2.077,-1.993,,6117.0,1.333,1.173,0.0,3.55,,965.56
Kepler-1437 b,Kepler-1437,10.9295461,0.0001172,-0.0001172,0.0951,1.37,0.17,-0.13,2.45,,,5.24,,,770.0,,,0.0,,,83.14,72.68,-22.62,,5557.0,0.9,0.93,-0.02,4.57,,2101.69
Kepler-220 b,Kepler-220,4.159807,1e-05,-1e-05,0.046,0.81,0.05,-0.05,0.457,,,4.73,,,759.0,,,0.0,,,105.001,1.561,-1.544,,4632.0,0.666,0.729,-0.1738,6.0,,171.109
Kepler-703 b,Kepler-703,4.583521756,1.733e-06,-1.733e-06,0.0535,8.2,3.71,-1.39,51.1,,,0.509,,,1038.0,,,0.0,,,373.108,35.24,-31.537,,6185.0,1.27,1.18,0.05,2.69,,1156.83
Kepler-1425 b,Kepler-1425,14.4541302,0.0001621,-0.0001621,0.11435,0.94,0.19,-0.13,0.779,,,5.15,,,676.0,,,0.0,,,216.405,6.968,-6.758,,5718.0,0.95,0.97,-0.03,4.07,,863.873
Kepler-1350 c,Kepler-1350,1.766789062,7.121e-06,-7.121e-06,0.0222,1.73,0.12,-0.18,3.64,,,3.86,,,730.0,,,0.0,,,94.054,15.255,-13.471,,3827.0,0.53,0.55,-0.06,4.57,,340.691
Kepler-354 c,Kepler-354,16.934402,0.000228,-0.000228,0.115,1.31,0.42,-0.42,2.27,,,5.55,,,508.0,,,0.0,,,14.404,0.591,-0.563,,4648.0,0.674,0.652,-0.03,13.8,,554.064
Kepler-1699 b,Kepler-1699,3.49082,,,0.0418,1.56671124,,,3.08,,,4.4,,,1010.0,,,0.0,,,245.65,126.09,-60.21,,5575.53,0.725,0.81,0.225,,,818.759
Kepler-206 c,Kepler-206,13.137471,6.5e-05,-6.5e-05,0.111,1.77,0.34,-0.34,3.78,,,3.75,,,825.0,,,0.0,,,95.51,2.593,-2.539,,5764.0,1.185,0.957,0.0213,8.32,,594.447
Kepler-702 b,Kepler-702,10.526294063,1.898e-06,-1.898e-06,0.088,9.17,0.84,-0.58,61.8,,,0.44,,,713.0,,,0.0,,,88.906,6.442,-5.938,,5419.0,0.86,0.9,0.0,4.47,,992.071
Kepler-2001 b,Kepler-2001,1.090011003,5.822e-06,-5.822e-06,0.0197,1.04,0.13,-0.08,1.12,,,5.47,,,1402.0,,,0.0,,,911.28,396.55,-206.34,,5081.0,0.77,0.864,0.12,4.0,,776.55
Kepler-1928 b,Kepler-1928,19.57783,2.2e-05,-2.1e-05,0.194,1.992,0.133,-0.078,4.63,,,3.22,,,621.0,,,0.43,0.18,-0.14,37.8,2.4,-2.4,,5720.0,0.92,1.01,0.12,0.105,10.4,326.362
Kepler-439 b,Kepler-439,178.1396,0.0016,-0.0018,0.563,2.24,0.16,-0.45,5.65,,,2.76,,,291.0,,,0.03,0.08,-0.03,1.83,0.51,-0.62,,5431.0,0.866,0.884,0.02,7.2,1.9,757.048
Kepler-1801 c,Kepler-1801,116.583183,0.002231,-0.002231,0.4572,2.91,0.83,-0.42,8.8,,,1.96,,,371.0,,,0.0,,,4.47,3.76,-1.57,,5738.0,0.981,0.936,-0.06,8.1,,839.332
Kepler-639 b,Kepler-639,10.21420496,2.131e-05,-2.131e-05,0.09358,2.38,0.55,-0.34,6.26,,,2.55,,,957.0,,,0.0,,,295.826,9.954,-9.648,,5896.0,1.29,1.14,0.23,4.37,,850.242
HIP 18606 b,HIP 18606,674.94,6.43,-6.28,1.61,14.0,,,244.72787339,22.24798849,-22.24798849,0.49,,,,,,,,,,,,K0/1 III,4860.0,4.83,1.21,-0.01,5.29,3.04,47.0288
Kepler-171 b,Kepler-171,4.166972,7e-06,-7e-06,0.05,2.34,1.05,-1.05,6.08,,,2.61,,,1053.0,,,0.0,,,304.178,18.13,-16.994,,5642.0,0.839,0.978,0.17,2.4,,863.855
Kepler-1526 b,Kepler-1526,3.908632005,7.397e-06,-7.397e-06,0.0418,2.43,0.09,-0.39,6.48,,,2.48,,,787.0,,,0.0,,,99.097,4.699,-4.467,,4601.0,0.69,0.73,-0.01,4.68,,555.574
